Device ID,Timestamp,Location,Good Count,Total Count,Planned Time,Operating Time,Ideal Cycle Time
PKG003,12-08-2024,Plant B,53096,54292,424,371,0.41
PKG004,12-08-2024,Plant A,39181,41142,386,336,0.49
PKG001,13-08-2024,Plant B,30239,35016,364,356,0.61
PKG002,13-08-2024,Plant B,31293,33971,429,402,0.71
PKG003,13-08-2024,Plant A,34009,36885,411,375,0.61
PKG004,13-08-2024,Plant B,52250,59590,470,437,0.44
PKG001,14-08-2024,Plant B,30698,35593,375,350,0.59
PKG002,14-08-2024,Plant A,28288,31687,382,338,0.64
PKG003,14-08-2024,Plant B,46314,52846,468,458,0.52
PKG004,14-08-2024,Plant B,39974,44900,463,449,0.6
PKG001,15-08-2024,Plant B,25754,27974,375,359,0.77
PKG002,15-08-2024,Plant A,50455,56800,453,426,0.45
PKG003,15-08-2024,Plant B,38960,41538,394,360,0.52
PKG004,15-08-2024,Plant B,29566,30000,408,360,0.72
PKG001,16-08-2024,Plant B,28643,33675,462,449,0.8
PKG002,16-08-2024,Plant A,35280,37218,445,397,0.64
PKG003,16-08-2024,Plant B,33117,38761,463,407,0.63
PKG004,16-08-2024,Plant A,26778,28563,398,338,0.71
PKG001,17-08-2024,Plant B,31410,31968,381,341,0.64
PKG002,17-08-2024,Plant A,46093,50250,412,402,0.48
PKG003,17-08-2024,Plant A,41872,44945,453,412,0.55
PKG004,17-08-2024,Plant A,31173,33103,376,320,0.58
PKG001,18-08-2024,Plant A,49583,51692,452,448,0.52
PKG002,18-08-2024,Plant B,37113,42000,435,420,0.6
PKG003,18-08-2024,Plant A,33599,35700,382,357,0.6
PKG004,18-08-2024,Plant B,46791,52595,459,412,0.47
PKG001,19-08-2024,Plant B,38988,40867,384,361,0.53
PKG002,19-08-2024,Plant A,40557,41373,463,462,0.67
PKG003,19-08-2024,Plant A,32035,32366,406,383,0.71
PKG004,19-08-2024,Plant B,34069,35545,427,391,0.66
PKG001,20-08-2024,Plant A,33069,34519,471,443,0.77
PKG002,20-08-2024,Plant A,36258,40137,408,388,0.58
PKG003,20-08-2024,Plant B,23473,27280,394,341,0.75
PKG004,20-08-2024,Plant A,41550,46472,432,426,0.55
PKG001,21-08-2024,Plant A,49757,57466,461,431,0.45
PKG002,21-08-2024,Plant B,42509,44111,424,397,0.54
PKG003,21-08-2024,Plant A,32308,37970,471,424,0.67
PKG004,21-08-2024,Plant B,37479,38911,456,441,0.68
PKG001,22-08-2024,Plant B,26380,30868,449,391,0.76
PKG002,22-08-2024,Plant A,42796,45306,416,370,0.49
PKG003,22-08-2024,Plant A,29734,33391,385,384,0.69
PKG004,22-08-2024,Plant A,39663,46235,445,393,0.51
PKG001,23-08-2024,Plant B,40601,45000,391,390,0.52
PKG002,23-08-2024,Plant B,31693,36857,439,387,0.63
PKG003,23-08-2024,Plant B,41657,45157,457,429,0.57
PKG004,23-08-2024,Plant A,53462,55733,425,418,0.45
PKG001,24-08-2024,Plant B,31522,33540,376,341,0.61
PKG002,24-08-2024,Plant B,37753,43500,362,348,0.48
PKG003,24-08-2024,Plant B,32504,36483,426,377,0.62
PKG004,24-08-2024,Plant A,22857,26810,365,353,0.79
PKG001,25-08-2024,Plant B,26051,30615,453,398,0.78
PKG002,25-08-2024,Plant B,35873,36626,444,409,0.67
PKG003,25-08-2024,Plant A,28325,29360,425,367,0.75
PKG004,25-08-2024,Plant A,31976,32434,387,373,0.69
PKG001,26-08-2024,Plant A,50440,52750,438,422,0.48
PKG002,26-08-2024,Plant A,35387,38618,377,354,0.55
PKG003,26-08-2024,Plant A,38823,41619,458,437,0.63
PKG004,26-08-2024,Plant A,34865,37130,438,427,0.69
PKG001,27-08-2024,Plant B,25002,29392,400,387,0.79
PKG002,27-08-2024,Plant B,44483,47666,439,429,0.54
PKG003,27-08-2024,Plant A,29632,32172,362,311,0.58
PKG004,27-08-2024,Plant A,40791,46530,440,380,0.49
PKG001,28-08-2024,Plant B,44308,44892,424,419,0.56
PKG002,28-08-2024,Plant B,33309,38275,419,370,0.58
PKG003,28-08-2024,Plant A,53387,60266,469,452,0.45
PKG004,28-08-2024,Plant B,41881,43111,427,388,0.54
PKG001,29-08-2024,Plant A,44027,50808,398,398,0.47
PKG002,29-08-2024,Plant A,30695,36000,399,360,0.6
PKG003,29-08-2024,Plant A,43158,48905,461,432,0.53
PKG004,29-08-2024,Plant A,27515,31352,413,371,0.71
PKG001,30-08-2024,Plant B,34460,37965,404,367,0.58
PKG002,30-08-2024,Plant B,29584,32173,379,370,0.69
PKG003,30-08-2024,Plant A,36085,38892,415,363,0.56
PKG004,30-08-2024,Plant A,47256,53318,412,391,0.44
PKG001,31-08-2024,Plant A,42675,45918,393,375,0.49
PKG002,31-08-2024,Plant A,38389,41213,470,419,0.61
PKG003,31-08-2024,Plant B,51448,59707,411,408,0.41
PKG004,31-08-2024,Plant B,35439,39454,469,434,0.66
PKG001,01-09-2024,Plant A,38531,41619,471,437,0.63
PKG002,01-09-2024,Plant B,45794,50181,411,368,0.44
PKG003,01-09-2024,Plant B,49070,51927,479,476,0.55
PKG004,01-09-2024,Plant B,41148,48272,364,354,0.44
PKG001,02-09-2024,Plant B,31044,31363,398,345,0.66
PKG002,02-09-2024,Plant A,26938,28916,392,347,0.72
PKG003,02-09-2024,Plant B,46136,49199,462,451,0.55
PKG004,02-09-2024,Plant B,46439,52560,449,438,0.5
PKG001,03-09-2024,Plant B,49432,55565,428,426,0.46
PKG002,03-09-2024,Plant A,29267,33891,443,418,0.74
PKG003,03-09-2024,Plant A,26071,28676,377,325,0.68
PKG004,03-09-2024,Plant B,37653,43741,453,452,0.62
PKG001,04-09-2024,Plant B,30861,32153,437,418,0.78
PKG002,04-09-2024,Plant B,49737,55428,389,388,0.42
PKG003,04-09-2024,Plant A,30566,33523,364,352,0.63
PKG004,04-09-2024,Plant B,38035,41896,412,405,0.58
PKG001,05-09-2024,Plant A,42298,42893,392,336,0.47
PKG002,05-09-2024,Plant B,31300,33633,411,398,0.71
PKG003,05-09-2024,Plant B,51245,58227,471,427,0.44
PKG004,05-09-2024,Plant A,41407,47482,471,459,0.58
PKG001,06-09-2024,Plant A,54158,58227,468,427,0.44
PKG002,06-09-2024,Plant A,46435,49591,407,405,0.49
PKG003,06-09-2024,Plant B,31916,33264,394,377,0.68
PKG004,06-09-2024,Plant B,30452,33971,421,402,0.71
PKG001,07-09-2024,Plant B,45971,47571,393,333,0.42
PKG002,07-09-2024,Plant A,43665,47653,424,413,0.52
PKG003,07-09-2024,Plant B,39745,42480,369,354,0.5
PKG004,07-09-2024,Plant B,34818,40028,468,467,0.7
PKG001,08-09-2024,Plant A,24126,26727,388,343,0.77
PKG002,08-09-2024,Plant B,28236,28708,399,378,0.79
PKG003,08-09-2024,Plant B,43444,45222,411,407,0.54
PKG004,08-09-2024,Plant B,41439,41903,462,433,0.62
PKG001,09-09-2024,Plant B,47776,49500,404,396,0.48
PKG002,09-09-2024,Plant A,42840,49813,416,357,0.43
PKG003,09-09-2024,Plant A,36095,39562,428,422,0.64
PKG004,09-09-2024,Plant A,59796,67609,464,462,0.41
PKG001,10-09-2024,Plant A,28616,30379,406,400,0.79
PKG002,10-09-2024,Plant B,43895,45355,454,446,0.59
PKG003,10-09-2024,Plant A,53935,61200,463,459,0.45
PKG004,10-09-2024,Plant A,40745,43418,413,398,0.55
PKG001,11-09-2024,Plant A,32703,37600,402,376,0.6
PKG002,11-09-2024,Plant A,38942,41750,384,334,0.48
PKG003,11-09-2024,Plant A,37280,40100,430,401,0.6
PKG004,11-09-2024,Plant B,26942,29181,368,321,0.66
PKG001,12-09-2024,Plant B,32185,37181,426,409,0.66
PKG002,12-09-2024,Plant B,47330,51512,397,352,0.41
PKG003,12-09-2024,Plant A,41983,43787,386,343,0.47
PKG004,12-09-2024,Plant B,56104,57571,407,403,0.42
PKG001,13-09-2024,Plant B,32464,33250,433,399,0.72
PKG002,13-09-2024,Plant A,35387,40819,435,415,0.61
PKG003,13-09-2024,Plant A,35408,39333,384,354,0.54
PKG004,13-09-2024,Plant B,31379,35117,398,398,0.68
PKG001,14-09-2024,Plant A,33244,36103,377,349,0.58
PKG002,14-09-2024,Plant B,41628,47640,418,397,0.5
PKG003,14-09-2024,Plant B,43557,50341,367,344,0.41
PKG004,14-09-2024,Plant A,30940,34285,369,360,0.63
PKG001,15-09-2024,Plant B,53624,59739,472,458,0.46
PKG002,15-09-2024,Plant B,55244,62100,467,414,0.4
PKG003,15-09-2024,Plant A,33977,36692,365,318,0.52
PKG004,15-09-2024,Plant B,27926,28746,368,321,0.67
PKG001,16-09-2024,Plant B,39309,45333,411,408,0.54
PKG002,16-09-2024,Plant B,38136,41520,362,346,0.5
PKG003,16-09-2024,Plant A,31361,31870,462,409,0.77
PKG004,16-09-2024,Plant B,41889,45069,371,323,0.43
PKG001,17-09-2024,Plant B,25085,28602,402,348,0.73
PKG002,17-09-2024,Plant B,23165,24315,363,308,0.76
PKG003,17-09-2024,Plant A,38646,43500,480,435,0.6
PKG004,17-09-2024,Plant A,44718,45764,431,389,0.51
PKG001,18-09-2024,Plant B,42112,44377,411,392,0.53
PKG002,18-09-2024,Plant B,40096,42631,412,405,0.57
PKG003,18-09-2024,Plant A,23288,26734,386,352,0.79
PKG004,18-09-2024,Plant A,40513,40981,382,362,0.53
PKG001,19-09-2024,Plant B,51771,55714,413,390,0.42
PKG002,19-09-2024,Plant A,39398,45260,380,347,0.46
PKG003,19-09-2024,Plant B,30465,31263,426,396,0.76
PKG004,19-09-2024,Plant B,53355,55650,428,371,0.4
PKG001,20-09-2024,Plant A,41587,44285,465,465,0.63
PKG002,20-09-2024,Plant A,49034,55714,407,390,0.42
PKG003,20-09-2024,Plant B,40620,45724,461,442,0.58
PKG004,20-09-2024,Plant A,30969,32250,454,430,0.8
PKG001,21-09-2024,Plant A,23070,25443,381,335,0.79
PKG002,21-09-2024,Plant B,24126,28230,419,367,0.78
PKG003,21-09-2024,Plant B,38739,43102,406,352,0.49
PKG004,21-09-2024,Plant A,33139,36626,416,409,0.67
PKG001,22-09-2024,Plant B,50459,53625,457,429,0.48
PKG002,22-09-2024,Plant A,34972,38490,373,340,0.53
PKG003,22-09-2024,Plant A,51337,60300,409,402,0.4
PKG004,22-09-2024,Plant A,42487,47268,376,323,0.41
PKG001,23-09-2024,Plant A,43112,49358,441,436,0.53
PKG002,23-09-2024,Plant B,31087,34430,421,373,0.65
PKG003,23-09-2024,Plant B,36321,42226,413,373,0.53
PKG004,23-09-2024,Plant A,36516,40838,475,422,0.62
PKG001,24-09-2024,Plant A,33368,34677,384,341,0.59
PKG002,24-09-2024,Plant B,32497,32837,448,405,0.74
PKG003,24-09-2024,Plant B,38874,42688,468,434,0.61
PKG004,24-09-2024,Plant A,32497,36956,426,425,0.69
PKG001,25-09-2024,Plant A,50188,56625,468,453,0.48
PKG002,25-09-2024,Plant A,32114,35052,371,333,0.57
PKG003,25-09-2024,Plant B,34513,36109,378,331,0.55
PKG004,25-09-2024,Plant B,26504,28936,415,381,0.79
PKG001,26-09-2024,Plant B,34839,38793,410,375,0.58
PKG002,26-09-2024,Plant A,32561,34684,469,422,0.73
PKG003,26-09-2024,Plant B,54000,57702,456,452,0.47
PKG004,26-09-2024,Plant B,32587,36000,446,414,0.69
PKG001,27-09-2024,Plant B,23416,26430,375,348,0.79
PKG002,27-09-2024,Plant A,32890,34101,475,449,0.79
PKG003,27-09-2024,Plant A,29631,32812,370,350,0.64
PKG004,27-09-2024,Plant B,30524,35428,417,372,0.63
PKG001,28-09-2024,Plant B,35401,39913,467,459,0.69
PKG002,28-09-2024,Plant A,31825,32615,468,424,0.78
PKG003,28-09-2024,Plant A,48053,56297,472,441,0.47
PKG004,28-09-2024,Plant B,30981,32960,461,412,0.75
PKG001,29-09-2024,Plant B,38244,39115,394,339,0.52
PKG002,29-09-2024,Plant A,25969,29920,402,374,0.75
PKG003,29-09-2024,Plant A,44955,51056,460,451,0.53
PKG004,29-09-2024,Plant B,41425,47660,427,421,0.53
PKG001,30-09-2024,Plant A,53610,60000,468,460,0.46
PKG002,30-09-2024,Plant A,28437,29260,367,356,0.73
PKG003,30-09-2024,Plant B,36147,40730,405,353,0.52
PKG004,30-09-2024,Plant B,43255,46920,395,391,0.5
PKG001,01-10-2024,Plant B,36236,37471,385,331,0.53
PKG002,01-10-2024,Plant A,36173,37423,426,368,0.59
PKG003,01-10-2024,Plant A,25190,26202,365,345,0.79
PKG004,01-10-2024,Plant A,37747,39619,449,416,0.63
PKG001,02-10-2024,Plant B,33976,39850,464,445,0.67
PKG002,02-10-2024,Plant B,45861,49148,426,385,0.47
PKG003,02-10-2024,Plant B,30416,34119,386,381,0.67
PKG004,02-10-2024,Plant B,40357,44400,403,370,0.5
PKG001,03-10-2024,Plant B,32622,36782,428,423,0.69
PKG002,03-10-2024,Plant A,29419,29750,385,357,0.72
PKG003,03-10-2024,Plant B,36593,37451,424,387,0.62
PKG004,03-10-2024,Plant B,39200,45521,388,349,0.46
PKG001,04-10-2024,Plant A,31028,34300,369,343,0.6
PKG002,04-10-2024,Plant B,34337,38571,438,405,0.63
PKG003,04-10-2024,Plant B,27301,29090,365,320,0.66
PKG004,04-10-2024,Plant B,38609,43132,411,381,0.53
PKG001,05-10-2024,Plant B,32647,36642,365,342,0.56
PKG002,05-10-2024,Plant A,27289,30960,430,387,0.75
PKG003,05-10-2024,Plant A,47321,51319,458,402,0.47
PKG004,05-10-2024,Plant A,38949,40555,404,365,0.54
PKG001,06-10-2024,Plant A,26056,27846,413,362,0.78
PKG002,06-10-2024,Plant B,31854,32647,403,370,0.68
PKG003,06-10-2024,Plant B,32829,33904,381,356,0.63
PKG004,06-10-2024,Plant B,41578,45163,443,414,0.55
PKG001,07-10-2024,Plant A,32083,37216,478,459,0.74
PKG002,07-10-2024,Plant B,43629,48526,461,461,0.57
PKG003,07-10-2024,Plant A,27274,31230,446,406,0.78
PKG004,07-10-2024,Plant B,28804,30750,466,410,0.8
PKG001,08-10-2024,Plant B,46084,47094,474,416,0.53
PKG002,08-10-2024,Plant A,41707,43285,418,404,0.56
PKG003,08-10-2024,Plant A,35882,39360,366,328,0.5
PKG004,08-10-2024,Plant B,30569,32382,418,367,0.68
PKG001,09-10-2024,Plant A,25206,26366,372,312,0.71
PKG002,09-10-2024,Plant A,32479,35432,458,437,0.74
PKG003,09-10-2024,Plant B,44465,46034,456,445,0.58
PKG004,09-10-2024,Plant A,43557,44760,425,373,0.5
PKG001,10-10-2024,Plant B,50294,57000,397,380,0.4
PKG002,10-10-2024,Plant A,29841,30384,432,395,0.78
PKG003,10-10-2024,Plant A,57051,60428,462,423,0.42
PKG004,10-10-2024,Plant A,35259,36983,378,376,0.61
PKG001,11-10-2024,Plant A,27118,30434,378,350,0.69
PKG002,11-10-2024,Plant B,27993,32027,436,395,0.74
PKG003,11-10-2024,Plant A,31520,36794,450,417,0.68
PKG004,11-10-2024,Plant A,32270,34076,449,443,0.78
PKG001,12-10-2024,Plant B,38306,44150,393,390,0.53
PKG002,12-10-2024,Plant B,37319,39387,416,407,0.62
PKG003,12-10-2024,Plant A,57130,61170,444,418,0.41
PKG004,12-10-2024,Plant A,34182,37267,462,441,0.71
PKG001,13-10-2024,Plant B,27173,31040,402,388,0.75
PKG002,13-10-2024,Plant A,25276,27473,360,348,0.76
PKG003,13-10-2024,Plant A,42080,43118,447,424,0.59
PKG004,13-10-2024,Plant A,40278,42315,432,402,0.57
PKG001,14-10-2024,Plant B,50592,57681,462,423,0.44
PKG002,14-10-2024,Plant A,26738,30810,423,380,0.74
PKG003,14-10-2024,Plant A,27579,29850,419,398,0.8
PKG004,14-10-2024,Plant B,34557,36580,436,378,0.62
PKG001,15-10-2024,Plant A,29665,33616,468,409,0.73
PKG002,15-10-2024,Plant B,27157,31725,423,423,0.8
PKG003,15-10-2024,Plant A,32826,37245,384,329,0.53
PKG004,15-10-2024,Plant B,24063,27162,378,335,0.74
PKG001,16-10-2024,Plant B,37743,40800,438,408,0.6
PKG002,16-10-2024,Plant B,22712,25215,382,332,0.79
PKG003,16-10-2024,Plant B,42889,43745,415,401,0.55
PKG004,16-10-2024,Plant B,27788,30085,403,351,0.7
PKG001,17-10-2024,Plant A,46459,48130,413,369,0.46
PKG002,17-10-2024,Plant A,30869,31421,454,398,0.76
PKG003,17-10-2024,Plant A,33920,36387,397,376,0.62
PKG004,17-10-2024,Plant B,30432,32333,447,388,0.72
PKG001,18-10-2024,Plant A,38731,41169,459,446,0.65
PKG002,18-10-2024,Plant B,36864,40250,360,322,0.48
PKG003,18-10-2024,Plant A,29167,32649,461,419,0.77
PKG004,18-10-2024,Plant A,32322,35464,373,331,0.56
PKG001,19-10-2024,Plant A,23185,26493,398,340,0.77
PKG002,19-10-2024,Plant A,34842,39535,369,369,0.56
PKG003,19-10-2024,Plant A,27880,29583,377,355,0.72
PKG004,19-10-2024,Plant A,38885,45574,401,357,0.47
PKG001,20-10-2024,Plant B,24549,26447,388,335,0.76
PKG002,20-10-2024,Plant A,34868,36264,457,411,0.68
PKG003,20-10-2024,Plant A,33035,35563,365,326,0.55
PKG004,20-10-2024,Plant B,35133,39600,384,363,0.55
PKG001,21-10-2024,Plant B,31320,33120,430,414,0.75
PKG002,21-10-2024,Plant A,37221,43695,391,335,0.46
PKG003,21-10-2024,Plant B,35567,38727,465,426,0.66
PKG004,21-10-2024,Plant A,34463,37368,373,355,0.57
PKG001,22-10-2024,Plant B,48677,55625,448,445,0.48
PKG002,22-10-2024,Plant A,31785,33802,455,400,0.71
PKG003,22-10-2024,Plant A,33104,34000,398,391,0.69
PKG004,22-10-2024,Plant A,31574,34838,366,360,0.62
PKG001,23-10-2024,Plant A,33684,36805,424,411,0.67
PKG002,23-10-2024,Plant A,29498,32325,455,431,0.8
PKG003,23-10-2024,Plant B,25819,30243,432,373,0.74
PKG004,23-10-2024,Plant A,42372,47571,455,444,0.56
PKG001,24-10-2024,Plant A,37978,44068,427,426,0.58
PKG002,24-10-2024,Plant B,30133,32416,442,389,0.72
PKG003,24-10-2024,Plant A,22188,26080,362,326,0.75
PKG004,24-10-2024,Plant A,34870,38782,457,446,0.69
PKG001,25-10-2024,Plant A,50592,57488,468,412,0.43
PKG002,25-10-2024,Plant A,44931,47571,393,333,0.42
PKG003,25-10-2024,Plant A,25286,29432,391,363,0.74
PKG004,25-10-2024,Plant A,30263,32301,453,393,0.73
PKG001,26-10-2024,Plant A,42671,43200,367,324,0.45
PKG002,26-10-2024,Plant A,54530,57545,463,422,0.44
PKG003,26-10-2024,Plant B,28077,28987,376,372,0.77
PKG004,26-10-2024,Plant B,41304,46730,425,405,0.52
PKG001,27-10-2024,Plant A,23650,25215,388,332,0.79
PKG002,27-10-2024,Plant A,35766,42000,433,378,0.54
PKG003,27-10-2024,Plant A,54388,56727,435,416,0.44
PKG004,27-10-2024,Plant A,40678,41382,474,469,0.68
PKG001,28-10-2024,Plant A,28382,30739,388,374,0.73
PKG002,28-10-2024,Plant A,31145,33344,360,339,0.61
PKG003,28-10-2024,Plant B,41519,47625,429,381,0.48
PKG004,28-10-2024,Plant A,41873,47249,479,441,0.56
PKG001,29-10-2024,Plant B,51351,54521,470,418,0.46
PKG002,29-10-2024,Plant A,41380,44542,459,438,0.59
PKG003,29-10-2024,Plant B,30632,32880,447,411,0.75
PKG004,29-10-2024,Plant B,50275,55714,473,455,0.49
PKG001,30-10-2024,Plant A,37928,39263,373,373,0.57
PKG002,30-10-2024,Plant A,49109,50666,407,380,0.45
PKG003,30-10-2024,Plant A,27895,28784,435,379,0.79
PKG004,30-10-2024,Plant A,46596,48857,399,399,0.49
PKG001,31-10-2024,Plant B,57182,65285,477,457,0.42
PKG002,31-10-2024,Plant B,33432,34727,389,382,0.66
PKG003,31-10-2024,Plant B,40230,42580,470,440,0.62
PKG004,31-10-2024,Plant A,49034,51142,372,358,0.42
PKG001,01-11-2024,Plant B,48330,54000,381,360,0.4
PKG002,01-11-2024,Plant A,22484,23925,376,319,0.8
PKG003,01-11-2024,Plant B,34391,38000,405,361,0.57
PKG004,01-11-2024,Plant B,33714,37028,435,432,0.7
PKG001,02-11-2024,Plant B,28870,30810,418,380,0.74
PKG002,02-11-2024,Plant A,44420,49500,419,396,0.48
PKG003,02-11-2024,Plant B,34111,35830,472,424,0.71
PKG004,02-11-2024,Plant B,50107,52636,405,386,0.44
PKG001,03-11-2024,Plant B,49305,51000,421,374,0.44
PKG002,03-11-2024,Plant B,48790,56086,449,430,0.46
PKG003,03-11-2024,Plant B,28007,30246,384,368,0.73
PKG004,03-11-2024,Plant A,33985,36253,455,429,0.71
PKG001,04-11-2024,Plant A,27860,30600,366,306,0.6
PKG002,04-11-2024,Plant A,38332,43846,397,380,0.52
PKG003,04-11-2024,Plant B,32605,34684,435,422,0.73
PKG004,04-11-2024,Plant B,43273,48818,382,358,0.44
PKG001,05-11-2024,Plant B,35261,36347,451,418,0.69
PKG002,05-11-2024,Plant A,39308,44290,413,406,0.55
PKG003,05-11-2024,Plant A,33782,38360,409,390,0.61
PKG004,05-11-2024,Plant B,40893,45720,391,381,0.5
PKG001,06-11-2024,Plant B,43356,48113,469,425,0.53
PKG002,06-11-2024,Plant B,36099,39551,373,323,0.49
PKG003,06-11-2024,Plant A,33393,38865,455,434,0.67
PKG004,06-11-2024,Plant B,31092,35731,420,399,0.67
PKG001,07-11-2024,Plant B,35428,36590,392,372,0.61
PKG002,07-11-2024,Plant A,25999,28481,424,375,0.79
PKG003,07-11-2024,Plant B,32696,37176,367,316,0.51
PKG004,07-11-2024,Plant B,45872,46641,447,412,0.53
PKG001,08-11-2024,Plant B,40073,42193,462,436,0.62
PKG002,08-11-2024,Plant A,47143,53162,388,381,0.43
PKG003,08-11-2024,Plant A,34753,35408,419,419,0.71
PKG004,08-11-2024,Plant A,26984,29552,363,330,0.67
PKG001,09-11-2024,Plant A,27801,32558,382,369,0.68
PKG002,09-11-2024,Plant A,31994,34285,424,400,0.7
PKG003,09-11-2024,Plant A,44194,48452,441,428,0.53
PKG004,09-11-2024,Plant A,36855,41207,378,364,0.53
PKG001,10-11-2024,Plant B,37915,41454,424,380,0.55
PKG002,10-11-2024,Plant A,49757,52680,457,439,0.5
PKG003,10-11-2024,Plant B,40384,44478,383,341,0.46
PKG004,10-11-2024,Plant A,42815,44125,372,353,0.48
PKG001,11-11-2024,Plant A,39609,42981,438,394,0.55
PKG002,11-11-2024,Plant B,25602,29475,405,393,0.8
PKG003,11-11-2024,Plant A,39094,42843,465,457,0.64
PKG004,11-11-2024,Plant A,32669,36972,456,456,0.74
PKG001,12-11-2024,Plant B,37891,43548,480,450,0.62
PKG002,12-11-2024,Plant B,33852,36173,476,416,0.69
PKG003,12-11-2024,Plant A,27651,30000,381,380,0.76
PKG004,12-11-2024,Plant A,28504,33046,414,358,0.65
PKG001,13-11-2024,Plant A,46031,52883,385,379,0.43
PKG002,13-11-2024,Plant B,31989,34636,400,381,0.66
PKG003,13-11-2024,Plant A,52503,54571,402,382,0.42
PKG004,13-11-2024,Plant A,40682,42000,473,413,0.59
PKG001,14-11-2024,Plant B,27085,31047,375,326,0.63
PKG002,14-11-2024,Plant B,39419,45540,467,463,0.61
PKG003,14-11-2024,Plant A,35721,40064,452,414,0.62
PKG004,14-11-2024,Plant B,36506,37783,474,466,0.74
PKG001,15-11-2024,Plant A,45273,46956,383,360,0.46
PKG002,15-11-2024,Plant B,32706,37615,374,326,0.52
PKG003,15-11-2024,Plant A,26013,29846,441,388,0.78
PKG004,15-11-2024,Plant A,35872,36905,368,326,0.53
PKG001,16-11-2024,Plant A,40539,44875,365,359,0.48
PKG002,16-11-2024,Plant B,28972,32025,432,427,0.8
PKG003,16-11-2024,Plant A,34041,38343,418,409,0.64
PKG004,16-11-2024,Plant B,41513,48625,436,389,0.48
PKG001,17-11-2024,Plant B,45335,49058,418,417,0.51
PKG002,17-11-2024,Plant B,29828,34597,472,444,0.77
PKG003,17-11-2024,Plant A,53803,61650,434,411,0.4
PKG004,17-11-2024,Plant A,28456,33000,416,385,0.7
PKG001,18-11-2024,Plant B,38316,42421,456,403,0.57
PKG002,18-11-2024,Plant A,33057,34240,471,428,0.75
PKG003,18-11-2024,Plant A,36029,41389,467,407,0.59
PKG004,18-11-2024,Plant A,40939,46235,402,393,0.51
PKG001,19-11-2024,Plant A,31679,32800,378,328,0.6
PKG002,19-11-2024,Plant A,28024,29400,439,392,0.8
PKG003,19-11-2024,Plant A,47368,50550,370,337,0.4
PKG004,19-11-2024,Plant B,24688,25263,369,320,0.76
PKG001,20-11-2024,Plant A,39595,42300,458,423,0.6
PKG002,20-11-2024,Plant B,37768,39900,416,399,0.6
PKG003,20-11-2024,Plant B,48425,49772,414,365,0.44
PKG004,20-11-2024,Plant A,31167,35820,428,400,0.67
PKG001,21-11-2024,Plant B,29666,31781,378,339,0.64
PKG002,21-11-2024,Plant B,47106,48000,468,432,0.54
PKG003,21-11-2024,Plant B,37299,41409,455,421,0.61
PKG004,21-11-2024,Plant A,29280,30000,412,380,0.76
PKG001,22-11-2024,Plant A,37614,43224,365,353,0.49
PKG002,22-11-2024,Plant A,29049,33405,432,412,0.74
PKG003,22-11-2024,Plant A,50319,51130,395,392,0.46
PKG004,22-11-2024,Plant B,33855,35772,473,471,0.79
PKG001,23-11-2024,Plant A,28175,31402,455,403,0.77
PKG002,23-11-2024,Plant B,53259,59707,436,408,0.41
PKG003,23-11-2024,Plant B,42395,48981,452,449,0.55
PKG004,23-11-2024,Plant A,43418,48125,435,385,0.48
PKG001,24-11-2024,Plant B,45010,48000,369,352,0.44
PKG002,24-11-2024,Plant A,35425,38689,390,374,0.58
PKG003,24-11-2024,Plant A,40228,43781,472,467,0.64
PKG004,24-11-2024,Plant A,26011,30600,384,357,0.7
PKG001,25-11-2024,Plant B,40293,42400,438,424,0.6
PKG002,25-11-2024,Plant B,51014,57209,465,410,0.43
PKG003,25-11-2024,Plant B,33263,38249,406,357,0.56
PKG004,25-11-2024,Plant B,30885,32050,462,422,0.79
PKG001,26-11-2024,Plant A,41476,46097,373,315,0.41
PKG002,26-11-2024,Plant B,29895,35052,363,333,0.57
PKG003,26-11-2024,Plant A,27747,29909,374,329,0.66
PKG004,26-11-2024,Plant A,25093,26700,388,356,0.8
PKG001,27-11-2024,Plant B,38127,41647,375,354,0.51
PKG002,27-11-2024,Plant A,28979,34054,451,420,0.74
PKG003,27-11-2024,Plant B,28625,31714,368,333,0.63
PKG004,27-11-2024,Plant A,32614,34960,476,437,0.75
PKG001,28-11-2024,Plant A,46182,47890,452,439,0.55
PKG002,28-11-2024,Plant A,44851,48109,470,441,0.55
PKG003,28-11-2024,Plant B,35529,37157,366,353,0.57
PKG004,28-11-2024,Plant B,41488,47733,395,358,0.45
PKG001,29-11-2024,Plant B,38992,40298,453,450,0.67
PKG002,29-11-2024,Plant B,26103,28153,393,366,0.78
PKG003,29-11-2024,Plant A,31900,34727,411,382,0.66
PKG004,29-11-2024,Plant A,30821,32630,454,397,0.73
PKG001,30-11-2024,Plant A,37622,43758,429,423,0.58
PKG002,30-11-2024,Plant A,48988,50571,418,413,0.49
PKG003,30-11-2024,Plant B,35047,37058,430,420,0.68
PKG004,30-11-2024,Plant B,29238,30857,400,360,0.7
PKG001,01-12-2024,Plant B,48916,55224,475,451,0.49
PKG002,01-12-2024,Plant B,33565,34000,448,391,0.69
PKG003,01-12-2024,Plant B,52874,53478,450,410,0.46
PKG004,01-12-2024,Plant A,46933,51576,449,447,0.52
PKG001,02-12-2024,Plant A,56176,60000,415,410,0.41
PKG002,02-12-2024,Plant B,32985,34263,477,434,0.76
PKG003,02-12-2024,Plant A,38789,39217,464,451,0.69
PKG004,02-12-2024,Plant A,35825,37928,367,354,0.56
